STRM,SUBJECT,CATALOG_NBR,LOCATION,ENRL_CAP,SSR_COMPONENT,ENRL_TOT,INSTRUCTORS
1121,ENSC,283,SURREY,96,LEC,92,Peyman zzzTaheri Bonab
1121,ENSC,283,SURREY,96,TUT,92,
1121,ENSC,283,SURREY,45,LAB,45,
1121,ENSC,283,SURREY,48,LAB,47,
1121,ENSC,295,BURNABY,25,SEC,26,
1121,ENSC,295,OFF,10,SEC,6,
1121,ENSC,304,BURNABY,155,LEC,154,Parvaneh Saeedi
1121,ENSC,304,BURNABY,163,TUT,154,Parvaneh Saeedi
1121,ENSC,305,SURREY,45,LEC,38,Maureen Hindy
1121,ENSC,305W,BURNABY,55,LEC,48,Stephen Whitmore
1121,ENSC,312,SURREY,60,LEC,39,Maureen Hindy
1121,ENSC,312,SURREY,60,TUT,39,
1121,ENSC,320,BURNABY,105,LEC,105,John Bird
1121,ENSC,320,BURNABY,100,TUT,105,John Bird
1121,ENSC,320,BURNABY,105,OPL,0,
1121,ENSC,330,BURNABY,130,LEC,125,Bozena Kaminska
1121,ENSC,330,BURNABY,130,TUT,125,Bozena Kaminska
1121,ENSC,330,BURNABY,105,OPL,0,
1121,ENSC,350,BURNABY,75,LEC,50,Lakshman One
1121,ENSC,350,BURNABY,75,TUT,50,Lakshman One
1121,ENSC,351,BURNABY,66,LEC,45,William Scratchley
1121,ENSC,351,BURNABY,22,TUT,11,William Scratchley
1121,ENSC,351,BURNABY,22,TUT,13,William Scratchley
1121,ENSC,351,BURNABY,22,TUT,21,William Scratchley
1121,ENSC,370,BURNABY,24,SEM,27,Andrew Rawicz
1121,ENSC,370,BURNABY,24,TUT,27,Andrew Rawicz
1121,ENSC,372,BURNABY,20,LEC,12,Bruno Jaggi
1121,ENSC,372,BURNABY,20,TUT,12,Bruno Jaggi
1121,ENSC,372,BURNABY,20,OPL,0,
1121,ENSC,380,BURNABY,110,LEC,105,Shawn Stapleton
1121,ENSC,380,BURNABY,110,TUT,105,
1121,ENSC,380,SURREY,96,LEC,66,Carlo Menon
1121,ENSC,380,SURREY,96,TUT,66,Carlo Menon
1121,ENSC,380,SURREY,32,LAB,24,
1121,ENSC,380,SURREY,32,LAB,30,
1121,ENSC,380,SURREY,32,LAB,12,
1121,ENSC,395,BURNABY,20,SEC,16,
1121,ENSC,395,OFF,10,SEC,11,
1121,ENSC,395,SURREY,20,SEC,9,
1121,ENSC,395,OFF,10,SEC,2,
1121,ENSC,396,BURNABY,20,SEC,0,
1121,ENSC,396,OFF,10,SEC,0,
1121,ENSC,396,SURREY,20,SEC,1,
1121,ENSC,396,OFF,10,SEC,0,
1121,ENSC,400,SURREY,5,SEC,2,
1121,ENSC,401,SURREY,5,SEC,0,. Tbd
1121,ENSC,406,BURNABY,102,LEC,96,William Scratchley
1121,ENSC,406,BURNABY,17,TUT,17,
1121,ENSC,406,BURNABY,17,TUT,17,
1121,ENSC,406,BURNABY,17,TUT,16,
1121,ENSC,406,BURNABY,17,TUT,14,
1121,ENSC,406,BURNABY,17,TUT,17,
1121,ENSC,406,BURNABY,17,TUT,15,
1121,ENSC,425,BURNABY,40,LEC,38,Lakshman One
1121,ENSC,425,BURNABY,40,TUT,38,Lakshman One
1121,ENSC,425,BURNABY,40,OPL,0,
1121,ENSC,427,BURNABY,40,LEC,35,Ljiljana Trajkovic
1121,ENSC,427,BURNABY,40,TUT,35,
1121,ENSC,427,BURNABY,40,OPL,0,
1121,ENSC,428,BURNABY,20,LEC,22,"Homa Eghbali, Sami Muhaidat"
1121,ENSC,428,BURNABY,20,TUT,22,
1121,ENSC,428,BURNABY,50,OPL,0,
1121,ENSC,440W,BURNABY,55,LEC,48,Andrew Rawicz
1121,ENSC,441,SURREY,45,SEM,38,Farid Golnaraghi
1121,ENSC,441,SURREY,0,OPL,0,
1121,ENSC,441,SURREY,0,OPL,0,
1121,ENSC,441,SURREY,0,OPL,0,
1121,ENSC,451,SURREY,66,LEC,37,Mehrdad Moallem
1121,ENSC,451,SURREY,66,TUT,37,
1121,ENSC,451,SURREY,33,LAB,33,
1121,ENSC,451,SURREY,33,LAB,4,
1121,ENSC,460,SURREY,10,LEC,1,Majid Bahrami
1121,ENSC,460,BURNABY,20,LEC,3,Marek Syrzycki
1121,ENSC,460,SURREY,30,LEC,27,Siamak Arzanpour
1121,ENSC,460,SURREY,30,TUT,27,
1121,ENSC,460,SURREY,0,OPL,0,
1121,ENSC,460,SURREY,0,OPL,0,
1121,ENSC,461,SURREY,38,LEC,39,Edward Park
1121,ENSC,461,SURREY,38,TUT,39,
1121,ENSC,461,SURREY,38,LAB,39,
1121,ENSC,462,SURREY,30,LEC,13,Gary Wang
1121,ENSC,462,SURREY,30,TUT,13,
1121,ENSC,462,SURREY,30,LAB,13,
1121,ENSC,474,BURNABY,20,LEC,16,"John Jones, Parvaneh Saeedi"
1121,ENSC,474,BURNABY,20,TUT,16,
1121,ENSC,474,BURNABY,20,OPL,0,
1121,ENSC,476,BURNABY,15,LEC,10,Marinko Sarunic
1121,ENSC,476,BURNABY,20,TUT,10,Marinko Sarunic
1121,ENSC,476,BURNABY,20,OPL,0,
1121,ENSC,483,BURNABY,55,LEC,37,". Tbd, John Jones, Mohammad Al Qaderi"
1121,ENSC,483,BURNABY,55,TUT,37,
1121,ENSC,483,BURNABY,55,OPL,0,
1121,ENSC,495,BURNABY,12,LEC,11,Glenn Chapman
1121,ENSC,495,BURNABY,6,LAB,6,
1121,ENSC,495,BURNABY,6,LAB,5,
1121,ENSC,498,BURNABY,10,SEC,3,
1121,ENSC,499,BURNABY,10,SEC,7,
1121,ENSC,801,BURNABY,40,LEC,20,Carlo Menon
1121,ENSC,805,BURNABY,30,LEC,6,"Aissa Ikhlef, Sami Muhaidat"
1121,ENSC,808,BURNABY,30,LEC,7,Ivan Bajic
1121,ENSC,810,BURNABY,30,LEC,9,Rodney Vaughan
1121,ENSC,851,BURNABY,18,LEC,12,Glenn Chapman
1121,ENSC,851,BURNABY,6,LAB,5,
1121,ENSC,851,BURNABY,7,LAB,7,
1121,ENSC,852,BURNABY,30,LEC,3,Marek Syrzycki
1121,ENSC,887,BURNABY,15,LEC,3,Kamal Gupta
1121,ENSC,890,BURNABY,30,LEC,8,Shahram Payandeh
1121,ENSC,891,BURNABY,80,SEC,9,
1121,ENSC,892,BURNABY,80,SEC,8,
1121,ENSC,893,SURREY,10,LEC,3,Siamak Arzanpour
1121,ENSC,893,SURREY,10,TUT,3,
1121,ENSC,893,SURREY,15,LEC,9,Majid Bahrami
1121,ENSC,893,SURREY,0,OPL,0,
1121,ENSC,893,SURREY,0,OPL,0,
1121,ENSC,894,BURNABY,6,LEC,5,Ljiljana Trajkovic
1121,ENSC,894,SURREY,1,LEC,1,Edward Park
1121,ENSC,894,SURREY,1,TUT,1,
1121,ENSC,894,BURNABY,11,LEC,9,Marinko Sarunic
1121,ENSC,894,SURREY,10,LEC,10,Mehrdad Moallem
1121,ENSC,894,SURREY,2,LAB,1,
1121,ENSC,895,BURNABY,20,LEC,5,Parvaneh Saeedi
1121,ENSC,895,BURNABY,20,TUT,5,
1121,ENSC,895,SURREY,10,LEC,11,Gary Wang
1121,ENSC,895,SURREY,10,TUT,11,
1121,ENSC,895,SURREY,10,LAB,11,
1121,ENSC,896,BURNABY,50,SEC,1,
1121,ENSC,897,BURNABY,45,SEC,2,
1121,ENSC,898,BURNABY,100,SEC,65,
1121,ENSC,898,OFF,0,SEC,0,
1121,ENSC,898,BURNABY,50,SEC,20,
1121,ENSC,899,BURNABY,100,SEC,58,
1121,ENSC,899,OFF,20,SEC,1,
1121,ENSC,899,BURNABY,50,SEC,35,
1121,MACM,101,BURNABY,115,LEC,111,Bradley Bart
1121,MACM,101,BURNABY,115,LEC,113,Bradley Bart
1121,MACM,101,SURREY,97,LEC,91,Kay Wiese
1121,MACM,101,SURREY,25,TUT,25,Kay Wiese
1121,MACM,101,SURREY,24,TUT,21,Kay Wiese
1121,MACM,101,SURREY,24,TUT,23,Kay Wiese
1121,MACM,101,SURREY,24,TUT,22,Kay Wiese
1121,MACM,201,BURNABY,192,LEC,156,Karen Yeats
1121,MACM,201,SURREY,60,LEC,47,Ararat Harutyunyan
1121,MACM,201,SURREY,60,OPL,0,
1121,MACM,201,SURREY,60,OPL,0,
1121,MACM,203,BURNABY,48,LEC,24,Karen Yeats
1121,MACM,203,BURNABY,18,LAB,17,
1121,MACM,203,BURNABY,18,LAB,7,
1121,MACM,316,BURNABY,217,LEC,216,Steven Ruuth
1121,MACM,316,BURNABY,35,TUT,36,
1121,MACM,316,BURNABY,35,TUT,35,
1121,MACM,316,BURNABY,36,TUT,38,
1121,MACM,316,BURNABY,35,TUT,37,
1121,MACM,316,BURNABY,35,TUT,34,
1121,MACM,316,BURNABY,35,TUT,36,
1121,MACM,316,SURREY,68,LEC,69,Zhaosong Lu
1121,MACM,316,SURREY,32,TUT,33,
1121,MACM,316,SURREY,36,TUT,36,
1121,MATH,1XX,BURNABY,30,LEC,7,
1121,MATH,1XXQ,BURNABY,20,LEC,0,
1121,MATH,100,BURNABY,300,LEC,185,Justin Gray
1121,MATH,100,SURREY,90,LEC,46,Pooja Pandey
1121,MATH,100,BURNABY,60,OPL,0,
1121,MATH,100,SURREY,90,OPL,0,Mary Kropinski
1121,MATH,130,SURREY,80,LEC,68,Steven Pearce
1121,MATH,150,BURNABY,35,SEC,24,"Jamie Mulholland, Veselin Jungic"
1121,MATH,150,SURREY,90,LEC,60,Daryl Funk
1121,MATH,150,BURNABY,200,LEC,114,Veselin Jungic
1121,MATH,150,BURNABY,60,OPL,0,
1121,MATH,150,BURNABY,60,OPL,0,
1121,MATH,150,BURNABY,60,OPL,0,
1121,MATH,152,BURNABY,300,LEC,262,Jamie Mulholland
1121,MATH,152,SURREY,150,LEC,94,Keshav Mukunda
1121,MATH,152,BURNABY,200,LEC,135,Jamie Mulholland
1121,MATH,152,BURNABY,200,OPL,0,
1121,MATH,152,SURREY,250,OPL,0,
1121,MATH,154,BURNABY,250,LEC,196,Brenda Davison
1121,MATH,154,BURNABY,60,OPL,0,
1121,MATH,155,BURNABY,504,LEC,435,Jonathan Jedwab
1121,MATH,155,SURREY,150,LEC,97,Natalia Kouzniak
1121,MATH,155,BURNABY,60,OPL,0,
1121,MATH,155,SURREY,60,OPL,0,
1121,MATH,157,BURNABY,400,LEC,350,Stephen Choi
1121,MATH,157,SURREY,100,LEC,68,Kevin Doerksen
1121,MATH,157,BURNABY,60,OPL,0,
1121,MATH,157,SURREY,60,OPL,0,
1121,MATH,158,BURNABY,225,LEC,187,Jason Bell
1121,MATH,158,BURNABY,60,OPL,0,
1121,MATH,190,BURNABY,35,SEC,32,Justin Gray
1121,MATH,190,BURNABY,35,SEC,31,Justin Gray
1121,MATH,190,BURNABY,150,LEC,66,Petra Menz
1121,MATH,190,BURNABY,60,OPL,0,
1121,MATH,208W,SURREY,24,LEC,19,Abraham Punnen
1121,MATH,208W,SURREY,24,TUT,19,
1121,MATH,232,BURNABY,400,LEC,255,Daniel Katz
1121,MATH,232,SURREY,100,LEC,83,Jan Manuch
1121,MATH,232,BURNABY,60,OPL,0,
1121,MATH,232,SURREY,60,OPL,0,
1121,MATH,240,BURNABY,140,LEC,107,Bojan Mohar
1121,MATH,251,BURNABY,195,LEC,177,Mahdad Khatirinejad
1121,MATH,251,BURNABY,40,OPL,0,
1121,MATH,252,BURNABY,64,LEC,53,Mary Kropinski
1121,MATH,252,BURNABY,32,TUT,27,
1121,MATH,252,BURNABY,32,TUT,26,
1121,MATH,302,BURNABY,64,LEC,59,John Stockie
1121,MATH,302,BURNABY,32,TUT,30,
1121,MATH,302,BURNABY,32,TUT,29,
1121,MATH,308,SURREY,38,LEC,38,Tamon Stephen
1121,MATH,308,SURREY,38,TUT,38,
1121,MATH,309,BURNABY,64,LEC,41,Yanghong Huang
1121,MATH,309,BURNABY,32,TUT,19,
1121,MATH,309,BURNABY,32,TUT,22,
1121,MATH,314,BURNABY,64,LEC,26,Razvan Fetecau
1121,MATH,314,BURNABY,32,TUT,26,
1121,MATH,320,BURNABY,64,LEC,32,Stephen Choi
1121,MATH,320,BURNABY,32,TUT,22,
1121,MATH,320,BURNABY,32,TUT,10,
1121,MATH,336,BURNABY,20,SEC,0,"Faye Stefan, Stuart Billings"
1121,MATH,336,OFF,20,SEC,0,"Manfred Trummer, Mary Kropinski, Stuart Billings"
1121,MATH,337,BURNABY,20,SEC,2,"Faye Stefan, Stuart Billings"
1121,MATH,337,OFF,20,SEC,0,Stuart Billings
1121,MATH,341,BURNABY,30,LEC,17,Nils Bruin
1121,MATH,341,BURNABY,32,TUT,17,
1121,MATH,380W,BURNABY,90,LEC,81,Tom Archibald
1121,MATH,380W,BURNABY,28,TUT,30,
1121,MATH,380W,BURNABY,28,TUT,28,
1121,MATH,380W,BURNABY,28,TUT,23,
1121,MATH,398,BURNABY,60,SEM,14,David Muraki
1121,MATH,398,BURNABY,60,SEM,16,Razvan Fetecau
1121,MATH,402W,SURREY,20,LEC,13,Abraham Punnen
1121,MATH,436,BURNABY,20,SEC,0,"Faye Stefan, Stuart Billings"
1121,MATH,436,OFF,20,SEC,1,Stuart Billings
1121,MATH,437,BURNABY,20,SEC,1,"Faye Stefan, Stuart Billings"
1121,MATH,437,OFF,20,SEC,0,"Faye Stefan, Stuart Billings"
1121,MATH,441,BURNABY,35,LEC,31,Michael Monagan
1121,MATH,443,BURNABY,25,LEC,7,Cedric Chauve
1121,MATH,448,SURREY,30,LEC,22,Tamon Stephen
1121,MATH,462,BURNABY,20,LEC,10,Mary Kropinski
1121,MATH,486,BURNABY,20,SEC,0,"Faye Stefan, Stuart Billings"
1121,MATH,486,OFF,20,SEC,0,"Faye Stefan, Stuart Billings"
1121,MATH,495,BURNABY,27,LEC,10,Ralf Wittenberg
1121,MATH,741,BURNABY,10,LEC,0,Michael Monagan
1121,MATH,743,BURNABY,10,LEC,1,Cedric Chauve
1121,MATH,748,SURREY,10,LEC,4,Tamon Stephen
1121,MATH,762,BURNABY,10,LEC,3,Mary Kropinski
1121,MATH,795,BURNABY,10,LEC,5,Ralf Wittenberg
1121,MATH,800,SURREY,24,LEC,8,Zhaosong Lu
1121,MATH,819,BURNABY,10,LEC,1,Michael Monagan
1121,MATH,820,BURNABY,20,LEC,5,Ladislav Stacho
1121,MATH,842,BURNABY,20,LEC,5,Imin Chen
1121,MATH,877,BURNABY,5,SEC,0,. Faculty
1121,MATH,878,BURNABY,5,SEC,4,Cedric Chauve
1121,MATH,879,BURNABY,6,SEC,4,Cedric Chauve
1121,MATH,880,BURNABY,3,SEC,0,. Faculty
1121,MATH,880,BURNABY,3,SEC,0,. Faculty
1121,MATH,880,BURNABY,3,SEC,0,. Faculty
1121,MATH,882,BURNABY,10,SEC,1,Nilima Nigam
1121,MATH,890,BURNABY,6,SEC,1,Stuart Billings
1121,MATH,890,OFF,6,SEC,0,Stuart Billings
1121,MATH,891,BURNABY,6,SEC,0,Faye Stefan
1121,MATH,891,OFF,6,SEC,0,Faye Stefan
1121,MATH,892,BURNABY,6,SEC,0,Faye Stefan
1121,MATH,892,OFF,6,SEC,0,Faye Stefan
1121,MATH,893,BURNABY,6,SEC,0,Faye Stefan
1121,MATH,893,OFF,6,SEC,0,Faye Stefan
1121,MATH,894,BURNABY,6,SEC,1,Nils Bruin
1121,MATH,894,BURNABY,6,SEC,0,
1121,MATH,894,BURNABY,6,SEC,0,
1121,MATH,895,BURNABY,6,SEC,6,Paul Tupper
1121,MATH,895,BURNABY,6,SEC,0,
1121,MATH,895,BURNABY,6,SEC,0,. Faculty
1121,MATH,895,BURNABY,5,SEC,0,. Faculty
1121,MATH,896,BURNABY,6,SEC,0,. Faculty
1121,MATH,897,BURNABY,6,SEC,0,. Faculty
1121,MATH,898,BURNABY,35,SEC,13,
1121,MATH,898,OFF,0,SEC,0,
1121,MATH,899,BURNABY,35,SEC,23,
1121,MATH,899,OFF,0,SEC,0,
1121,PHYS,100,BURNABY,333,LEC,295,Peter Smith
1121,PHYS,100,BURNABY,18,TUT,20,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,18,TUT,16,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,18,TUT,15,
1121,PHYS,100,BURNABY,18,TUT,17,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,18,TUT,19,
1121,PHYS,100,BURNABY,18,TUT,17,
1121,PHYS,100,BURNABY,18,TUT,15,
1121,PHYS,100,BURNABY,18,TUT,17,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,18,TUT,17,
1121,PHYS,100,BURNABY,18,TUT,18,
1121,PHYS,100,BURNABY,20,TUT,17,
1121,PHYS,100,BURNABY,18,TUT,17,
1121,PHYS,100,BURNABY,40,OPL,0,
1121,PHYS,101,BURNABY,335,LEC,256,Sara Sadeghi
1121,PHYS,101,BURNABY,18,TUT,18,
1121,PHYS,101,BURNABY,18,TUT,20,
1121,PHYS,101,BURNABY,18,TUT,17,
1121,PHYS,101,BURNABY,18,TUT,18,
1121,PHYS,101,BURNABY,18,TUT,16,
1121,PHYS,101,BURNABY,18,TUT,12,
1121,PHYS,101,BURNABY,18,TUT,10,
1121,PHYS,101,BURNABY,18,TUT,17,
1121,PHYS,101,BURNABY,20,TUT,19,
1121,PHYS,101,BURNABY,18,TUT,17,
1121,PHYS,101,BURNABY,18,TUT,17,
1121,PHYS,321,BURNABY,24,TUT,24,
1121,PHYS,321,BURNABY,24,TUT,24,
1121,PHYS,321,BURNABY,24,TUT,24,
1121,PHYS,326,BURNABY,24,LEC,12,David Broun
1121,PHYS,326,BURNABY,24,TUT,12,David Broun
1121,PHYS,326,BURNABY,24,LAB,12,David Broun
1121,PHYS,335,BURNABY,10,SEC,0,Natalie Erickson
1121,PHYS,335,OFF,10,SEC,0,Natalie Erickson
1121,PHYS,336,BURNABY,10,SEC,0,Natalie Erickson
1121,PHYS,336,OFF,10,SEC,0,Natalie Erickson
1121,PHYS,344,BURNABY,40,LEC,33,Xiaoke Chen
1121,PHYS,344,BURNABY,40,TUT,33,Xiaoke Chen
1121,PHYS,346,BURNABY,40,LEC,29,Simon Watkins
1121,PHYS,346,BURNABY,40,TUT,29,Simon Watkins
1121,PHYS,365,BURNABY,20,LEC,16,Karen Kavanagh
1121,PHYS,365,BURNABY,20,TUT,16,Karen Kavanagh
1121,PHYS,390,BURNABY,20,LEC,13,Andrei Frolov
1121,PHYS,390,BURNABY,20,TUT,13,Andrei Frolov
1121,PHYS,415,BURNABY,20,LEC,14,Igor Herbut
1121,PHYS,415,BURNABY,20,TUT,14,Igor Herbut
1121,PHYS,431,BURNABY,12,LAB,5,John Dodge
1121,PHYS,432,BURNABY,5,SEC,2,Michael Thewalt
1121,PHYS,435,BURNABY,10,SEC,0,Natalie Erickson
1121,PHYS,435,OFF,10,SEC,1,Natalie Erickson
1121,PHYS,436,BURNABY,10,SEC,0,Natalie Erickson
1121,PHYS,436,OFF,10,SEC,0,Natalie Erickson
1121,PHYS,437,BURNABY,10,SEC,0,Natalie Erickson
1121,PHYS,437,OFF,10,SEC,0,Natalie Erickson
1121,PHYS,445,BURNABY,20,LEC,10,Jeffrey McGuirk
1121,PHYS,445,BURNABY,20,TUT,10,Jeffrey McGuirk
1121,PHYS,465,BURNABY,20,LEC,8,George Kirczenow
1121,PHYS,465,BURNABY,20,TUT,8,George Kirczenow
1121,PHYS,485,BURNABY,15,LEC,11,Oliver Stelzer-Chilton
1121,PHYS,801,BURNABY,150,SEM,24,Levon Pogosian
1121,PHYS,801,OFF,10,SEM,0,Levon Pogosian
1121,PHYS,811,BURNABY,20,LEC,5,Igor Herbut
1121,PHYS,812,BURNABY,30,SEC,0,Howard Trottier
1121,PHYS,841,BURNABY,30,LEC,8,Levon Pogosian
1121,PHYS,861,BURNABY,30,LEC,4,Jeffrey Sonier
1121,PHYS,871,BURNABY,10,LEC,2,Oliver Stelzer-Chilton
1121,PHYS,882,OFF,10,LEC,1,. Sessional
1121,PHYS,882,BURNABY,20,LEC,5,. Sessional
1121,PHYS,898,BURNABY,40,SEC,21,
1121,PHYS,898,OFF,5,SEC,0,
1121,PHYS,899,BURNABY,50,SEC,41,
1121,PHYS,899,OFF,5,SEC,1,
1121,STAT,100,BURNABY,440,LEC,421,Derek Bingham
1121,STAT,100,BURNABY,40,OPL,0,
1121,STAT,101,BURNABY,85,SEC,69,Timothy Swartz
1121,STAT,101,BURNABY,250,LEC,96,Richard Lockhart
1121,STAT,101,BURNABY,40,OPL,0,
1121,STAT,201,BURNABY,150,SEC,68,Timothy Swartz
1121,STAT,201,BURNABY,400,LEC,276,Scott Pai
1121,STAT,201,SURREY,70,LEC,40,David Campbell
1121,STAT,201,BURNABY,40,OPL,0,
1121,STAT,201,SURREY,24,OPL,0,
1121,STAT,203,BURNABY,30,LEC,29,Ian Bercovitz
1121,STAT,270,BURNABY,65,SEC,38,Timothy Swartz
1121,STAT,270,BURNABY,150,LEC,114,Timothy Swartz
1121,STAT,270,BURNABY,150,LEC,58,Scott Pai
1121,STAT,270,SURREY,25,LEC,14,David Campbell
1121,STAT,270,BURNABY,40,OPL,0,
1121,STAT,270,SURREY,24,OPL,0,
1121,STAT,300W,BURNABY,16,SEM,16,Marie Loughin
1121,STAT,300W,BURNABY,12,SEM,11,Peter Muirhead
1121,STAT,305,BURNABY,200,LEC,138,Darby Thompson
1121,STAT,305,BURNABY,40,OPL,0,
1121,STAT,330,BURNABY,81,LEC,78,Jiguo Cao
1121,STAT,330,BURNABY,35,TUT,34,
1121,STAT,330,BURNABY,46,TUT,44,
1121,STAT,336,BURNABY,10,SEC,2,Natalie Erickson
1121,STAT,336,OFF,10,SEC,1,Natalie Erickson
1121,STAT,337,BURNABY,10,SEC,1,Natalie Erickson
1121,STAT,337,OFF,10,SEC,0,Natalie Erickson
1121,STAT,350,SURREY,58,LEC,43,Thomas Loughin
1121,STAT,350,SURREY,58,TUT,43,
1121,STAT,380,BURNABY,60,LEC,46,Jinko Graham
1121,STAT,380,BURNABY,60,TUT,46,Jinko Graham
1121,STAT,402,BURNABY,49,LEC,50,Xiaoqiong Hu
1121,STAT,402,BURNABY,49,TUT,50,
1121,STAT,403,BURNABY,30,LEC,15,Wendell Challenger
1121,STAT,403,BURNABY,30,LAB,15,
1121,STAT,410,BURNABY,50,LEC,46,Derek Bingham
1121,STAT,410,BURNABY,50,TUT,46,
1121,STAT,436,BURNABY,10,SEC,2,Natalie Erickson
1121,STAT,436,OFF,10,SEC,2,Natalie Erickson
1121,STAT,437,BURNABY,10,SEC,2,Natalie Erickson
1121,STAT,437,OFF,10,SEC,0,Natalie Erickson
1121,STAT,438,BURNABY,10,SEC,0,Natalie Erickson
1121,STAT,438,OFF,10,SEC,0,Natalie Erickson
1121,STAT,602,BURNABY,10,LEC,1,Xiaoqiong Hu
1121,STAT,650,BURNABY,35,LEC,13,Wendell Challenger
1121,STAT,650,BURNABY,35,TUT,13,Wendell Challenger
1121,STAT,650,BURNABY,35,LAB,13,
1121,STAT,880,BURNABY,10,SEC,0,Natalie Erickson
1121,STAT,880,OFF,10,SEC,1,Natalie Erickson
1121,STAT,881,BURNABY,10,SEC,1,Natalie Erickson
1121,STAT,881,OFF,10,SEC,1,Natalie Erickson
1121,STAT,882,BURNABY,10,SEC,0,Natalie Erickson
1121,STAT,882,OFF,10,SEC,0,Natalie Erickson
1121,STAT,883,BURNABY,10,SEC,0,Natalie Erickson
1121,STAT,883,OFF,10,SEC,0,Natalie Erickson
1121,STAT,890,BURNABY,20,LEC,8,Rachel Altman
1121,STAT,890,BURNABY,20,LEC,10,William McNeney
1121,STAT,890,BURNABY,20,LEC,13,Xiaoqiong Hu
1121,STAT,890,BURNABY,20,LEC,17,Carl Schwarz
1121,STAT,891,BURNABY,3,SEM,4,Gary Parker
1121,STAT,891,BURNABY,3,SEM,2,Gary Parker
1121,STAT,894,BURNABY,10,SEC,0,. Faculty
1121,STAT,895,BURNABY,10,SEC,0,. Faculty
1121,STAT,898,BURNABY,20,SEC,14,. Faculty
1121,STAT,898,OFF,5,SEC,0,. Faculty
1121,STAT,899,BURNABY,20,SEC,12,. Faculty
1121,STAT,899,OFF,5,SEC,0,. Faculty
1124,CMPT,120,BURNABY,192,LEC,184,Hassan Khosravi
1124,CMPT,120,SURREY,75,LEC,68,Brian Fraser
1124,CMPT,120,SURREY,18,LAB,16,Brian Fraser
1124,CMPT,120,SURREY,15,LAB,12,Brian Fraser
1124,CMPT,120,SURREY,20,LAB,18,Brian Fraser
1124,CMPT,120,SURREY,22,LAB,22,Brian Fraser
1124,CMPT,128,SURREY,14,LEC,14,Brian Fraser
1124,CMPT,128,SURREY,8,LAB,8,Brian Fraser
1124,CMPT,128,SURREY,2,LAB,2,Brian Fraser
1124,CMPT,128,SURREY,4,LAB,4,Brian Fraser
1124,CMPT,150,BURNABY,104,LEC,104,Bobby Chan
1124,CMPT,150,BURNABY,26,LAB,26,Bobby Chan
1124,CMPT,150,BURNABY,26,LAB,26,Bobby Chan
1124,CMPT,150,BURNABY,26,LAB,26,Bobby Chan
1124,CMPT,150,BURNABY,26,LAB,26,Bobby Chan
1124,CMPT,165,BURNABY,208,LEC,197,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,26,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,26,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,26,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,25,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,26,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,25,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,23,Colin Stewart
1124,CMPT,165,BURNABY,26,LAB,20,Colin Stewart
1124,CMPT,165,SURREY,100,LEC,94,Brian Fraser
1124,CMPT,165,SURREY,25,LAB,23,Brian Fraser
1124,CMPT,165,SURREY,25,LAB,25,Brian Fraser
1124,CMPT,165,SURREY,25,LAB,22,Brian Fraser
1124,CMPT,165,SURREY,25,LAB,24,Brian Fraser
1124,CMPT,166,SURREY,35,LEC,33,Toby Donaldson
1124,CMPT,166,SURREY,24,LAB,24,Toby Donaldson
1124,CMPT,166,SURREY,11,LAB,9,Toby Donaldson
1124,CMPT,225,BURNABY,125,LEC,125,Anne Lavergne
1124,CMPT,225,BURNABY,26,LAB,26,Anne Lavergne
1124,CMPT,225,BURNABY,26,LAB,26,Anne Lavergne
1124,CMPT,225,BURNABY,22,LAB,22,Anne Lavergne
1124,CMPT,225,BURNABY,26,LAB,26,Anne Lavergne
1124,CMPT,225,BURNABY,25,LAB,25,Anne Lavergne
1124,CMPT,250,HRBRCNTR,75,LEC,75,Russell Tront
1124,CMPT,275,HRBRCNTR,56,LEC,56,Herbert Tsang
1124,CMPT,300,BURNABY,70,LEC,64,Petra Berenbrink
1124,CMPT,307,HRBRCNTR,85,LEC,82,Pavol Hell
1124,CMPT,310,BURNABY,65,LEC,61,Steven Pearce
1124,CMPT,318,SURREY,24,LEC,22,Arthur Kirkpatrick
1124,CMPT,320,BURNABY,110,LEC,105,Steven Pearce
1124,CMPT,354,BURNABY,80,LEC,77,Wo-Shun Luk
1124,CMPT,361,BURNABY,75,LEC,65,Hao Zhang
1124,CMPT,371,BURNABY,70,LEC,67,Louis Hafer
1124,CMPT,383,BURNABY,100,LEC,101,Gregory Baker
1124,CMPT,405,BURNABY,20,LEC,14,Petra Berenbrink
1124,CMPT,407,BURNABY,30,LEC,18,Gabor Tardos
1124,CMPT,418,BURNABY,9,LEC,8,Robert Hadley
1124,CMPT,426,METRO,30,SEC,29,Cristina Eftenaru
